id,text,type,topic,target_valence,length_char,notes
N071,주차장에서 오류가 발생해 서비스가 중단됐다.,neg,생활,-0.93,24,부정 문장
N072,운동 프로그램이(가) 감소세를 보이고 있다.,neg,건강,-0.85,24,부정 문장
N073,신형 장비이(가) 파손돼 이용이 제한됐다.,neg,과학,-0.76,23,부정 문장
N074,교수 평가 제도이(가) 지연되면서 시민 불편이 커지고 있다.,neg,교육,-0.76,33,부정 문장
N075,전시 프로그램이(가) 부진을 면치 못하고 있다.,neg,여가,-0.84,26,부정 문장
N076,지역 상권이(가) 지연되면서 시민 불편이 커지고 있다.,neg,경제,-0.72,30,부정 문장
N077,업데이트 정책이(가) 중단되어 일정에 차질이 생겼다.,neg,기술,-0.82,29,부정 문장
N078,대중교통이(가) 논란에 휩싸였다.,neg,생활,-0.85,18,부정 문장
N079,식단 관리 정책에서 오류가 발생해 서비스가 중단됐다.,neg,건강,-0.95,29,부정 문장
N080,실험 계획이(가) 파손돼 이용이 제한됐다.,neg,과학,-0.92,23,부정 문장
N081,장학 제도이(가) 논란에 휩싸였다.,neg,교육,-0.88,19,부정 문장
N082,야외 영화제이(가) 논란에 휩싸였다.,neg,여가,-0.86,20,부정 문장
N083,창업 지원 제도이(가) 취소되어 아쉬움을 남겼다.,neg,경제,-0.95,27,부정 문장
N084,신형 스마트폰이(가) 취소되어 아쉬움을 남겼다.,neg,기술,-0.94,26,부정 문장
N085,쓰레기 처리 시스템이(가) 부진을 면치 못하고 있다.,neg,생활,-0.93,29,부정 문장
N086,운동 프로그램이(가) 중단되어 일정에 차질이 생겼다.,neg,건강,-0.87,29,부정 문장
N087,기술 지원 프로그램이(가) 악화되며 우려의 목소리가 커지고 있다.,neg,과학,-0.93,36,부정 문장
N088,온라인 수업이(가) 파손돼 이용이 제한됐다.,neg,교육,-0.83,24,부정 문장
N089,체험 행사이(가) 악화되며 우려의 목소리가 커지고 있다.,neg,여가,-0.89,31,부정 문장
N090,고용 지표이(가) 악화되며 우려의 목소리가 커지고 있다.,neg,경제,-0.73,31,부정 문장
N091,업데이트 정책이(가) 감소세를 보이고 있다.,neg,기술,-0.88,24,부정 문장
N092,지역 축제이(가) 악화되며 우려의 목소리가 커지고 있다.,neg,생활,-0.89,31,부정 문장
N093,운동 프로그램이(가) 지연되면서 시민 불편이 커지고 있다.,neg,건강,-0.85,32,부정 문장
N094,기술 지원 프로그램이(가) 파손돼 이용이 제한됐다.,neg,과학,-0.96,28,부정 문장
N095,교육 커리큘럼이(가) 부진을 면치 못하고 있다.,neg,교육,-0.81,26,부정 문장
N096,야외 영화제이(가) 취소되어 아쉬움을 남겼다.,neg,여가,-0.92,25,부정 문장
N097,소비 지원 정책이(가) 감소세를 보이고 있다.,neg,경제,-0.88,25,부정 문장
N098,업데이트 정책이(가) 감소세를 보이고 있다.,neg,기술,-0.71,24,부정 문장
N099,공공시설에서 오류가 발생해 서비스가 중단됐다.,neg,생활,-0.99,25,부정 문장
N100,병원 예약 시스템이(가) 불안정해 사용자들이 혼란을 겪고 있다.,neg,건강,-0.85,35,부정 문장
N101,연구 프로젝트이(가) 감소세를 보이고 있다.,neg,과학,-0.72,24,부정 문장
N102,교육 커리큘럼이(가) 중단되어 일정에 차질이 생겼다.,neg,교육,-0.71,29,부정 문장
N103,야외 영화제이(가) 취소되어 아쉬움을 남겼다.,neg,여가,-0.93,25,부정 문장
N104,소비 지원 정책이(가) 부진을 면치 못하고 있다.,neg,경제,-0.71,27,부정 문장
N105,보안 시스템이(가) 중단되어 일정에 차질이 생겼다.,neg,기술,-0.97,28,부정 문장
N106,공공시설이(가) 지연되면서 시민 불편이 커지고 있다.,neg,생활,-0.77,29,부정 문장
N107,건강검진 제도이(가) 불안정해 사용자들이 혼란을 겪고 있다.,neg,건강,-0.72,33,부정 문장
N108,데이터 분석 시스템에서 오류가 발생해 서비스가 중단됐다.,neg,과학,-0.81,31,부정 문장
N109,교육 커리큘럼이(가) 감소세를 보이고 있다.,neg,교육,-0.79,24,부정 문장
N110,문화 공연이(가) 취소되어 아쉬움을 남겼다.,neg,여가,-0.98,24,부정 문장
N111,고용 지표이(가) 불안정해 사용자들이 혼란을 겪고 있다.,neg,경제,-0.94,31,부정 문장
N112,클라우드 서비스이(가) 악화되며 우려의 목소리가 커지고 있다.,neg,기술,-0.76,34,부정 문장
N113,공공시설이(가) 지연되면서 시민 불편이 커지고 있다.,neg,생활,-0.84,29,부정 문장
N114,병원 예약 시스템이(가) 논란에 휩싸였다.,neg,건강,-0.71,23,부정 문장
N115,신형 장비이(가) 중단되어 일정에 차질이 생겼다.,neg,과학,-0.84,27,부정 문장
N116,교육 커리큘럼이(가) 악화되며 우려의 목소리가 커지고 있다.,neg,교육,-0.99,33,부정 문장
N117,전시 프로그램이(가) 논란에 휩싸였다.,neg,여가,-0.98,21,부정 문장
N118,소비 지원 정책이(가) 중단되어 일정에 차질이 생겼다.,neg,경제,-0.73,30,부정 문장
N119,업데이트 정책이(가) 취소되어 아쉬움을 남겼다.,neg,기술,-0.92,26,부정 문장
N120,쓰레기 처리 시스템이(가) 파손돼 이용이 제한됐다.,neg,생활,-0.93,28,부정 문장
N121,보건소 서비스이(가) 파손돼 이용이 제한됐다.,neg,건강,-0.78,25,부정 문장
N122,데이터 분석 시스템이(가) 감소세를 보이고 있다.,neg,과학,-0.94,27,부정 문장
N123,장학 제도이(가) 부진을 면치 못하고 있다.,neg,교육,-0.98,24,부정 문장
N124,전시 프로그램이(가) 악화되며 우려의 목소리가 커지고 있다.,neg,여가,-0.91,33,부정 문장
N125,소비 지원 정책이(가) 악화되며 우려의 목소리가 커지고 있다.,neg,경제,-0.86,34,부정 문장
N126,클라우드 서비스이(가) 논란에 휩싸였다.,neg,기술,-0.97,22,부정 문장
N127,지역 축제이(가) 중단되어 일정에 차질이 생겼다.,neg,생활,-0.82,27,부정 문장
N128,건강검진 제도이(가) 중단되어 일정에 차질이 생겼다.,neg,건강,-0.87,29,부정 문장
N129,연구 프로젝트이(가) 불안정해 사용자들이 혼란을 겪고 있다.,neg,과학,-0.96,33,부정 문장
N130,교수 평가 제도이(가) 지연되면서 시민 불편이 커지고 있다.,neg,교육,-0.94,33,부정 문장
N131,관광 패스에서 오류가 발생해 서비스가 중단됐다.,neg,여가,-0.88,26,부정 문장
N132,지역 상권에서 오류가 발생해 서비스가 중단됐다.,neg,경제,-0.88,26,부정 문장
N133,클라우드 서비스이(가) 취소되어 아쉬움을 남겼다.,neg,기술,-0.7,27,부정 문장
N134,대중교통이(가) 파손돼 이용이 제한됐다.,neg,생활,-0.94,22,부정 문장
N135,식단 관리 정책이(가) 중단되어 일정에 차질이 생겼다.,neg,건강,-0.99,30,부정 문장
N136,실험 계획이(가) 파손돼 이용이 제한됐다.,neg,과학,-0.7,23,부정 문장
N137,교수 평가 제도에서 오류가 발생해 서비스가 중단됐다.,neg,교육,-0.97,29,부정 문장
N138,문화 공연이(가) 논란에 휩싸였다.,neg,여가,-0.98,19,부정 문장
N139,창업 지원 제도이(가) 취소되어 아쉬움을 남겼다.,neg,경제,-0.83,27,부정 문장
N140,신형 스마트폰이(가) 감소세를 보이고 있다.,neg,기술,-0.89,24,부정 문장
N141,주차장이(가) 감소세를 보이고 있다.,neg,생활,-0.97,20,부정 문장
N142,병원 예약 시스템이(가) 악화되며 우려의 목소리가 커지고 있다.,neg,건강,-0.89,35,부정 문장
N143,실험 계획이(가) 악화되며 우려의 목소리가 커지고 있다.,neg,과학,-0.9,31,부정 문장
N144,교수 평가 제도이(가) 지연되면서 시민 불편이 커지고 있다.,neg,교육,-0.81,33,부정 문장
N145,야외 영화제이(가) 감소세를 보이고 있다.,neg,여가,-0.99,23,부정 문장
N146,지역 상권이(가) 중단되어 일정에 차질이 생겼다.,neg,경제,-0.98,27,부정 문장
N147,보안 시스템이(가) 논란에 휩싸였다.,neg,기술,-0.94,20,부정 문장
N148,공공시설이(가) 불안정해 사용자들이 혼란을 겪고 있다.,neg,생활,-0.9,30,부정 문장
N149,운동 프로그램이(가) 파손돼 이용이 제한됐다.,neg,건강,-0.71,25,부정 문장
N150,기술 지원 프로그램이(가) 지연되면서 시민 불편이 커지고 있다.,neg,과학,-0.92,35,부정 문장
