id,text,type,topic,target_valence,length_char,notes
N071,주차장에서 오류가 발생해 서비스가 중단됐다.,neg,생활,-0.93,24,부정 문장
A073,신형 장비이(가) 개편됐지만 사용자 평가는 나뉘고 있다.,amb,과학,-0.03,31,모호 문장
A016,병원 예약 시스템이(가) 순조롭게 진행되다가 예기치 못한 변수가 생겼다.,amb,건강,-0.08,40,모호 문장
N030,건강검진 제도이(가) 취소되어 아쉬움을 남겼다.,neg,건강,-0.99,26,부정 문장
A005,전시 프로그램이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,여가,-0.11,33,모호 문장
N122,데이터 분석 시스템이(가) 감소세를 보이고 있다.,neg,과학,-0.94,27,부정 문장
A151,장학 제도이(가) 호평과 비판을 동시에 받고 있다.,amb,교육,-0.03,28,모호 문장
A239,대중교통이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,생활,0.04,30,모호 문장
A081,교양 강좌이(가) 개선됐지만 일부 불편이 남아 있다.,amb,교육,0.04,29,모호 문장
A201,체험 행사이(가) 기대를 모았으나 반응은 엇갈리고 있다.,amb,여가,-0.1,31,모호 문장
P084,업데이트 정책이(가) 큰 성과를 거두었다.,pos,기술,0.73,23,긍정 문장
N128,건강검진 제도이(가) 중단되어 일정에 차질이 생겼다.,neg,건강,-0.87,29,부정 문장
A264,전시 프로그램이(가) 기대를 모았으나 반응은 엇갈리고 있다.,amb,여가,0.02,33,모호 문장
P070,네트워크 환경을(를) 통해 지역 경제가 활기를 되찾고 있다.,pos,기술,0.93,33,긍정 문장
A233,병원 예약 시스템이(가) 개편됐지만 사용자 평가는 나뉘고 있다.,amb,건강,0.04,35,모호 문장
A093,운동 프로그램이(가) 활성화됐지만 운영 방식에는 의문이 남는다.,amb,건강,0.0,35,모호 문장
A149,식단 관리 정책이(가) 개선됐지만 일부 불편이 남아 있다.,amb,건강,0.11,32,모호 문장
A122,연구 프로젝트이(가) 개선됐지만 일부 불편이 남아 있다.,amb,과학,0.04,31,모호 문장
A137,교수 평가 제도이(가) 순조롭게 진행되다가 예기치 못한 변수가 생겼다.,amb,교육,-0.08,39,모호 문장
A111,가격 안정 대책이(가) 개선됐지만 일부 불편이 남아 있다.,amb,경제,-0.11,32,모호 문장
P065,식단 관리 정책이(가) 큰 성과를 거두었다.,pos,건강,0.74,24,긍정 문장
A190,지역 축제이(가) 활성화됐지만 운영 방식에는 의문이 남는다.,amb,생활,0.04,33,모호 문장
A232,쓰레기 처리 시스템이(가) 개선됐지만 일부 불편이 남아 있다.,amb,생활,-0.15,34,모호 문장
A121,운동 프로그램이(가) 개편됐지만 사용자 평가는 나뉘고 있다.,amb,건강,0.09,33,모호 문장
P140,보안 시스템이(가) 활성화되며 참여율이 높아졌다.,pos,기술,0.7,27,긍정 문장
A084,네트워크 환경이(가) 개편됐지만 사용자 평가는 나뉘고 있다.,amb,기술,0.05,33,모호 문장
N120,쓰레기 처리 시스템이(가) 파손돼 이용이 제한됐다.,neg,생활,-0.93,28,부정 문장
A272,가격 안정 대책이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,경제,-0.04,34,모호 문장
A032,장학 제도이(가) 일부 개선됐으나 문제 해결은 미비하다.,amb,교육,0.11,31,모호 문장
P119,신형 스마트폰이(가) 큰 성과를 거두었다.,pos,기술,0.74,23,긍정 문장
A171,연구 프로젝트이(가) 확장됐으나 비용 증가가 우려된다.,amb,과학,-0.01,30,모호 문장
P126,네트워크 환경이(가) 활성화되며 참여율이 높아졌다.,pos,기술,0.83,28,긍정 문장
P057,공공시설이(가) 정상화되어 서비스가 안정됐다.,pos,생활,0.88,25,긍정 문장
P118,소비 지원 정책이(가) 도입되어 업무 효율이 높아졌다.,pos,경제,0.94,30,긍정 문장
A257,야외 영화제이(가) 호평과 비판을 동시에 받고 있다.,amb,여가,-0.09,29,모호 문장
A060,온라인 수업이(가) 도입됐지만 효과는 아직 불분명하다.,amb,교육,-0.11,30,모호 문장
A259,신형 스마트폰이(가) 개편됐지만 사용자 평가는 나뉘고 있다.,amb,기술,0.09,33,모호 문장
N060,교양 강좌이(가) 중단되어 일정에 차질이 생겼다.,neg,교육,-0.8,27,부정 문장
A217,신형 스마트폰이(가) 도입됐지만 효과는 아직 불분명하다.,amb,기술,0.1,31,모호 문장
N123,장학 제도이(가) 부진을 면치 못하고 있다.,neg,교육,-0.98,24,부정 문장
P108,연구 프로젝트이(가) 새롭게 개편되어 이용이 편리해졌다.,pos,과학,0.85,31,긍정 문장
N135,식단 관리 정책이(가) 중단되어 일정에 차질이 생겼다.,neg,건강,-0.99,30,부정 문장
P034,가격 안정 대책이(가) 확대되면서 시민들의 호응이 이어지고 있다.,pos,경제,0.88,36,긍정 문장
N126,클라우드 서비스이(가) 논란에 휩싸였다.,neg,기술,-0.97,22,부정 문장
P095,온라인 수업이(가) 도입되어 업무 효율이 높아졌다.,pos,교육,0.85,28,긍정 문장
P090,가격 안정 대책이(가) 확대되면서 시민들의 호응이 이어지고 있다.,pos,경제,0.86,36,긍정 문장
P013,소비 지원 정책이(가) 새롭게 개편되어 이용이 편리해졌다.,pos,경제,0.87,32,긍정 문장
N026,관광 패스이(가) 감소세를 보이고 있다.,neg,여가,-0.78,22,부정 문장
N017,신형 장비이(가) 악화되며 우려의 목소리가 커지고 있다.,neg,과학,-0.85,31,부정 문장
N109,교육 커리큘럼이(가) 감소세를 보이고 있다.,neg,교육,-0.79,24,부정 문장
N144,교수 평가 제도이(가) 지연되면서 시민 불편이 커지고 있다.,neg,교육,-0.81,33,부정 문장
A058,건강검진 제도이(가) 일부 개선됐으나 문제 해결은 미비하다.,amb,건강,-0.1,33,모호 문장
N105,보안 시스템이(가) 중단되어 일정에 차질이 생겼다.,neg,기술,-0.97,28,부정 문장
A131,관광 패스이(가) 활성화됐지만 운영 방식에는 의문이 남는다.,amb,여가,0.04,33,모호 문장
A278,전시 프로그램이(가) 순조롭게 진행되다가 예기치 못한 변수가 생겼다.,amb,여가,-0.05,38,모호 문장
A290,기술 지원 프로그램이(가) 개편됐지만 사용자 평가는 나뉘고 있다.,amb,과학,0.01,36,모호 문장
P058,건강검진 제도이(가) 도입되어 업무 효율이 높아졌다.,pos,건강,0.99,29,긍정 문장
A013,창업 지원 제도이(가) 기대를 모았으나 반응은 엇갈리고 있다.,amb,경제,0.15,34,모호 문장
P143,기술 지원 프로그램이(가) 정상화되어 서비스가 안정됐다.,pos,과학,0.98,31,긍정 문장
P006,지역 상권을(를) 통해 지역 경제가 활기를 되찾고 있다.,pos,경제,0.83,31,긍정 문장
A034,지역 상권이(가) 기대를 모았으나 반응은 엇갈리고 있다.,amb,경제,0.04,31,모호 문장
A240,건강검진 제도이(가) 순조롭게 진행되다가 예기치 못한 변수가 생겼다.,amb,건강,-0.04,38,모호 문장
A160,지역 상권이(가) 개편됐지만 사용자 평가는 나뉘고 있다.,amb,경제,-0.12,31,모호 문장
A108,기술 지원 프로그램이(가) 확장됐으나 비용 증가가 우려된다.,amb,과학,0.07,33,모호 문장
A062,고용 지표이(가) 개편됐지만 사용자 평가는 나뉘고 있다.,amb,경제,-0.12,31,모호 문장
P028,업데이트 정책이(가) 새롭게 개편되어 이용이 편리해졌다.,pos,기술,0.95,31,긍정 문장
A183,지역 축제이(가) 기대를 모았으나 반응은 엇갈리고 있다.,amb,생활,0.04,31,모호 문장
A094,데이터 분석 시스템이(가) 확장됐으나 비용 증가가 우려된다.,amb,과학,-0.14,33,모호 문장
P098,클라우드 서비스이(가) 활성화되며 참여율이 높아졌다.,pos,기술,0.9,29,긍정 문장
P083,소비 지원 정책이(가) 활성화되며 참여율이 높아졌다.,pos,경제,0.97,29,긍정 문장
A218,쓰레기 처리 시스템이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,생활,-0.14,36,모호 문장
N029,공공시설이(가) 불안정해 사용자들이 혼란을 겪고 있다.,neg,생활,-0.76,30,부정 문장
N091,업데이트 정책이(가) 감소세를 보이고 있다.,neg,기술,-0.88,24,부정 문장
N149,운동 프로그램이(가) 파손돼 이용이 제한됐다.,neg,건강,-0.71,25,부정 문장
A231,보안 시스템이(가) 도입됐지만 효과는 아직 불분명하다.,amb,기술,-0.07,30,모호 문장
P115,신형 장비이(가) 활성화되며 참여율이 높아졌다.,pos,과학,0.74,26,긍정 문장
A219,병원 예약 시스템이(가) 일부 개선됐으나 문제 해결은 미비하다.,amb,건강,0.05,35,모호 문장
P092,공공시설을(를) 통해 지역 경제가 활기를 되찾고 있다.,pos,생활,0.92,30,긍정 문장
P002,보건소 서비스이(가) 새롭게 개편되어 이용이 편리해졌다.,pos,건강,0.95,31,긍정 문장
A186,교양 강좌이(가) 확장됐으나 비용 증가가 우려된다.,amb,교육,-0.09,28,모호 문장
P096,관광 패스이(가) 큰 성과를 거두었다.,pos,여가,0.78,21,긍정 문장
N078,대중교통이(가) 논란에 휩싸였다.,neg,생활,-0.85,18,부정 문장
A267,공공시설이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,생활,-0.01,30,모호 문장
A008,주차장이(가) 확장됐으나 비용 증가가 우려된다.,amb,생활,-0.01,26,모호 문장
P145,야외 영화제이(가) 도입되어 업무 효율이 높아졌다.,pos,여가,0.89,28,긍정 문장
N059,실험 계획이(가) 감소세를 보이고 있다.,neg,과학,-0.99,22,부정 문장
A299,문화 공연이(가) 개선됐지만 일부 불편이 남아 있다.,amb,여가,-0.04,29,모호 문장
A289,보건소 서비스이(가) 개선됐지만 일부 불편이 남아 있다.,amb,건강,-0.03,31,모호 문장
P035,업데이트 정책이(가) 개선되어 주민들의 만족도가 높아졌다.,pos,기술,0.77,32,긍정 문장
N094,기술 지원 프로그램이(가) 파손돼 이용이 제한됐다.,neg,과학,-0.96,28,부정 문장
N023,식단 관리 정책이(가) 감소세를 보이고 있다.,neg,건강,-0.77,25,부정 문장
P004,교육 커리큘럼이(가) 정상화되어 서비스가 안정됐다.,pos,교육,0.71,28,긍정 문장
P024,실험 계획이(가) 꾸준히 증가하고 있다.,pos,과학,0.71,22,긍정 문장
N039,온라인 수업이(가) 악화되며 우려의 목소리가 커지고 있다.,neg,교육,-0.78,32,부정 문장
N072,운동 프로그램이(가) 감소세를 보이고 있다.,neg,건강,-0.85,24,부정 문장
A261,식단 관리 정책이(가) 기대를 모았으나 반응은 엇갈리고 있다.,amb,건강,0.05,34,모호 문장
A056,네트워크 환경이(가) 확장됐으나 비용 증가가 우려된다.,amb,기술,0.07,30,모호 문장
A037,건강검진 제도이(가) 도입됐지만 효과는 아직 불분명하다.,amb,건강,-0.14,31,모호 문장
A048,창업 지원 제도이(가) 개편됐지만 사용자 평가는 나뉘고 있다.,amb,경제,-0.14,34,모호 문장
N077,업데이트 정책이(가) 중단되어 일정에 차질이 생겼다.,neg,기술,-0.82,29,부정 문장
N055,소비 지원 정책이(가) 부진을 면치 못하고 있다.,neg,경제,-0.92,27,부정 문장
A082,문화 공연이(가) 확장됐으나 비용 증가가 우려된다.,amb,여가,0.08,28,모호 문장
P017,실험 계획이(가) 큰 성과를 거두었다.,pos,과학,0.84,21,긍정 문장
A022,대중교통이(가) 호평과 비판을 동시에 받고 있다.,amb,생활,-0.08,27,모호 문장
A241,실험 계획이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,과학,0.15,31,모호 문장
P079,운동 프로그램이(가) 정상화되어 서비스가 안정됐다.,pos,건강,0.84,28,긍정 문장
P150,신형 장비을(를) 통해 지역 경제가 활기를 되찾고 있다.,pos,과학,0.84,31,긍정 문장
N142,병원 예약 시스템이(가) 악화되며 우려의 목소리가 커지고 있다.,neg,건강,-0.89,35,부정 문장
N011,온라인 수업이(가) 논란에 휩싸였다.,neg,교육,-0.87,20,부정 문장
N107,건강검진 제도이(가) 불안정해 사용자들이 혼란을 겪고 있다.,neg,건강,-0.72,33,부정 문장
N007,클라우드 서비스이(가) 감소세를 보이고 있다.,neg,기술,-0.95,25,부정 문장
A090,소비 지원 정책이(가) 확장됐으나 비용 증가가 우려된다.,amb,경제,0.12,31,모호 문장
P053,온라인 수업이(가) 활성화되며 참여율이 높아졌다.,pos,교육,0.75,27,긍정 문장
A057,대중교통이(가) 순조롭게 진행되다가 예기치 못한 변수가 생겼다.,amb,생활,-0.05,35,모호 문장
N062,창업 지원 제도이(가) 파손돼 이용이 제한됐다.,neg,경제,-0.89,26,부정 문장
N119,업데이트 정책이(가) 취소되어 아쉬움을 남겼다.,neg,기술,-0.92,26,부정 문장
N132,지역 상권에서 오류가 발생해 서비스가 중단됐다.,neg,경제,-0.88,26,부정 문장
A271,전시 프로그램이(가) 활성화됐지만 운영 방식에는 의문이 남는다.,amb,여가,-0.0,35,모호 문장
A105,신형 스마트폰이(가) 활성화됐지만 운영 방식에는 의문이 남는다.,amb,기술,0.07,35,모호 문장
A294,보안 시스템이(가) 일부 개선됐으나 문제 해결은 미비하다.,amb,기술,0.12,32,모호 문장
N004,온라인 수업이(가) 악화되며 우려의 목소리가 커지고 있다.,neg,교육,-0.9,32,부정 문장
P051,병원 예약 시스템이(가) 새롭게 개편되어 이용이 편리해졌다.,pos,건강,0.84,33,긍정 문장
A140,클라우드 서비스이(가) 개선됐지만 일부 불편이 남아 있다.,amb,기술,-0.07,32,모호 문장
N033,문화 공연이(가) 부진을 면치 못하고 있다.,neg,여가,-0.8,24,부정 문장
A170,병원 예약 시스템이(가) 개선됐지만 일부 불편이 남아 있다.,amb,건강,-0.02,33,모호 문장
N112,클라우드 서비스이(가) 악화되며 우려의 목소리가 커지고 있다.,neg,기술,-0.76,34,부정 문장
N051,보건소 서비스이(가) 중단되어 일정에 차질이 생겼다.,neg,건강,-0.99,29,부정 문장
N121,보건소 서비스이(가) 파손돼 이용이 제한됐다.,neg,건강,-0.78,25,부정 문장
A200,온라인 수업이(가) 확장됐으나 비용 증가가 우려된다.,amb,교육,0.14,29,모호 문장
P147,네트워크 환경이(가) 확대되면서 시민들의 호응이 이어지고 있다.,pos,기술,0.78,35,긍정 문장
P071,주차장이(가) 정상화되어 서비스가 안정됐다.,pos,생활,0.88,24,긍정 문장
A045,데이터 분석 시스템이(가) 개편됐지만 사용자 평가는 나뉘고 있다.,amb,과학,0.15,36,모호 문장
A086,식단 관리 정책이(가) 기대를 모았으나 반응은 엇갈리고 있다.,amb,건강,-0.09,34,모호 문장
A089,체험 행사이(가) 활성화됐지만 운영 방식에는 의문이 남는다.,amb,여가,0.08,33,모호 문장
P112,클라우드 서비스이(가) 활성화되며 참여율이 높아졌다.,pos,기술,0.85,29,긍정 문장
A141,지역 축제이(가) 개편됐지만 사용자 평가는 나뉘고 있다.,amb,생활,0.06,31,모호 문장
A119,신형 스마트폰이(가) 순조롭게 진행되다가 예기치 못한 변수가 생겼다.,amb,기술,-0.01,38,모호 문장
A015,공공시설이(가) 개편됐지만 사용자 평가는 나뉘고 있다.,amb,생활,-0.0,30,모호 문장
A197,주차장이(가) 활성화됐지만 운영 방식에는 의문이 남는다.,amb,생활,-0.1,31,모호 문장
A152,관광 패스이(가) 기대를 모았으나 반응은 엇갈리고 있다.,amb,여가,0.02,31,모호 문장
A237,창업 지원 제도이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,경제,-0.09,34,모호 문장
N070,클라우드 서비스이(가) 취소되어 아쉬움을 남겼다.,neg,기술,-0.98,27,부정 문장
A296,식단 관리 정책이(가) 기대를 모았으나 반응은 엇갈리고 있다.,amb,건강,-0.09,34,모호 문장
A228,교수 평가 제도이(가) 호평과 비판을 동시에 받고 있다.,amb,교육,0.15,31,모호 문장
P088,교수 평가 제도이(가) 확대되면서 시민들의 호응이 이어지고 있다.,pos,교육,0.88,36,긍정 문장
P130,온라인 수업이(가) 새롭게 개편되어 이용이 편리해졌다.,pos,교육,0.73,30,긍정 문장
A110,관광 패스이(가) 개편됐지만 사용자 평가는 나뉘고 있다.,amb,여가,-0.02,31,모호 문장
A222,문화 공연이(가) 개선됐지만 일부 불편이 남아 있다.,amb,여가,-0.07,29,모호 문장
A181,소비 지원 정책이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,경제,-0.1,34,모호 문장
A173,문화 공연이(가) 활성화됐지만 운영 방식에는 의문이 남는다.,amb,여가,0.1,33,모호 문장
P037,병원 예약 시스템이(가) 꾸준히 증가하고 있다.,pos,건강,0.98,26,긍정 문장
A179,교육 커리큘럼이(가) 도입됐지만 효과는 아직 불분명하다.,amb,교육,0.02,31,모호 문장
A175,신형 스마트폰이(가) 도입됐지만 효과는 아직 불분명하다.,amb,기술,0.08,31,모호 문장
N093,운동 프로그램이(가) 지연되면서 시민 불편이 커지고 있다.,neg,건강,-0.85,32,부정 문장
A248,데이터 분석 시스템이(가) 확장됐으나 비용 증가가 우려된다.,amb,과학,-0.01,33,모호 문장
A192,신형 장비이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,과학,0.05,31,모호 문장
P107,보건소 서비스이(가) 정상화되어 서비스가 안정됐다.,pos,건강,0.76,28,긍정 문장
A213,기술 지원 프로그램이(가) 호평과 비판을 동시에 받고 있다.,amb,과학,0.05,33,모호 문장
A220,신형 장비이(가) 확장됐으나 비용 증가가 우려된다.,amb,과학,0.08,28,모호 문장
A030,보건소 서비스이(가) 호평과 비판을 동시에 받고 있다.,amb,건강,0.03,30,모호 문장
P061,전시 프로그램이(가) 활성화되며 참여율이 높아졌다.,pos,여가,0.85,28,긍정 문장
A054,야외 영화제이(가) 개선됐지만 일부 불편이 남아 있다.,amb,여가,-0.13,30,모호 문장
P067,장학 제도이(가) 새롭게 개편되어 이용이 편리해졌다.,pos,교육,0.91,29,긍정 문장
P111,고용 지표이(가) 안정세를 보이고 있다.,pos,경제,0.85,22,긍정 문장
A046,장학 제도이(가) 개편됐지만 사용자 평가는 나뉘고 있다.,amb,교육,0.14,31,모호 문장
A025,온라인 수업이(가) 일부 개선됐으나 문제 해결은 미비하다.,amb,교육,0.01,32,모호 문장
A067,교육 커리큘럼이(가) 순조롭게 진행되다가 예기치 못한 변수가 생겼다.,amb,교육,-0.03,38,모호 문장
P066,기술 지원 프로그램이(가) 개선되어 주민들의 만족도가 높아졌다.,pos,과학,0.93,35,긍정 문장
A033,전시 프로그램이(가) 활성화됐지만 운영 방식에는 의문이 남는다.,amb,여가,-0.07,35,모호 문장
A174,소비 지원 정책이(가) 개편됐지만 사용자 평가는 나뉘고 있다.,amb,경제,-0.15,34,모호 문장
N064,주차장이(가) 감소세를 보이고 있다.,neg,생활,-0.96,20,부정 문장
A254,식단 관리 정책이(가) 개선됐지만 일부 불편이 남아 있다.,amb,건강,0.05,32,모호 문장
A079,건강검진 제도이(가) 확장됐으나 비용 증가가 우려된다.,amb,건강,-0.02,30,모호 문장
A102,장학 제도이(가) 도입됐지만 효과는 아직 불분명하다.,amb,교육,-0.04,29,모호 문장
N087,기술 지원 프로그램이(가) 악화되며 우려의 목소리가 커지고 있다.,neg,과학,-0.93,36,부정 문장
N114,병원 예약 시스템이(가) 논란에 휩싸였다.,neg,건강,-0.71,23,부정 문장
A044,보건소 서비스이(가) 순조롭게 진행되다가 예기치 못한 변수가 생겼다.,amb,건강,-0.03,38,모호 문장
A221,교수 평가 제도이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,교육,0.12,34,모호 문장
A177,보건소 서비스이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,건강,0.06,33,모호 문장
A031,기술 지원 프로그램이(가) 호평과 비판을 동시에 받고 있다.,amb,과학,0.13,33,모호 문장
A074,장학 제도이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,교육,0.0,31,모호 문장
N101,연구 프로젝트이(가) 감소세를 보이고 있다.,neg,과학,-0.72,24,부정 문장
A117,야외 영화제이(가) 확장됐으나 비용 증가가 우려된다.,amb,여가,0.04,29,모호 문장
P059,기술 지원 프로그램이(가) 큰 성과를 거두었다.,pos,과학,0.84,26,긍정 문장
A295,지역 축제이(가) 개편됐지만 사용자 평가는 나뉘고 있다.,amb,생활,0.04,31,모호 문장
