id,text,type,topic,target_valence,length_char,notes
A280,"새 단지, 효율 증가… 다만 혼잡 우려",amb,생활,0.08,21,양가 단서
N098,자료 오류 논란 예정,neg,교육,-0.72,11,
N069,소음 민원 연기 예정,neg,생활,-0.96,11,
N092,장학 축소 논란 예정,neg,교육,-0.71,11,
N115,호환 문제 파손 우려,neg,기술,-0.87,11,
N105,등록금 인상 지연 증가,neg,교육,-0.96,12,
N091,장비 고장 부진 증가,neg,과학,-0.91,11,
P126,실습 공간 확정 강화,pos,교육,0.83,11,
P077,도서관 지원 완료,pos,생활,0.98,9,
A228,"평가 제도, 만족도 개선… 다만 비용 인상",amb,교육,-0.14,23,양가 단서
A051,"보안 정책, 접근성 향상… 다만 학습 곡선",amb,기술,0.1,23,양가 단서
A105,"체험 행사, 접근성 향상… 다만 학습 곡선",amb,여가,-0.15,23,양가 단서
A020,"수면 프로그램, 효율 증가… 다만 비용 인상",amb,건강,0.09,24,양가 단서
A044,"클라우드 요금, 편의 상승… 다만 혼잡 우려",amb,기술,0.05,24,양가 단서
A074,"커리큘럼 개편, 효율 증가… 다만 비용 인상",amb,교육,0.09,24,양가 단서
N137,장비 고장 논란 지속,neg,과학,-0.89,11,
N020,공급 차질 악화 지속,neg,경제,-0.82,11,
A124,"가격 정책, 접근성 향상… 다만 혼잡 우려",amb,경제,-0.05,23,양가 단서
A175,"공연 좌석, 접근성 향상… 다만 불편 호소",amb,여가,-0.05,23,양가 단서
A092,"공연 좌석, 편의 상승… 다만 학습 곡선",amb,여가,0.11,22,양가 단서
P132,신규 장비 증가 상승,pos,과학,0.95,11,
N107,공급 차질 파손 지속,neg,경제,-0.79,11,
P079,연구 지원 확대 강화,pos,과학,0.9,11,
A231,"공공 서비스, 효율 증가… 다만 불편 호소",amb,생활,0.01,23,양가 단서
P083,신형 기기 개선 강화,pos,기술,0.89,11,
A128,"커리큘럼 개편, 편의 상승… 다만 제약 증가",amb,교육,-0.04,24,양가 단서
P076,신형 기기 개편 완료,pos,기술,0.9,11,
P114,야간 강좌 도입 된다,pos,교육,0.87,11,
A145,"소비 트렌드, 효율 증가… 다만 제약 증가",amb,경제,0.05,23,양가 단서
A165,"클라우드 요금, 호응 확대… 다만 학습 곡선",amb,기술,-0.15,24,양가 단서
A089,"지원 제도, 만족도 개선… 다만 학습 곡선",amb,경제,-0.08,23,양가 단서
A188,"데이터 공개, 호응 확대… 다만 불편 호소",amb,과학,0.06,23,양가 단서
P038,연구 지원 확대 활성,pos,과학,0.89,11,
P026,소규모 전시 증가 된다,pos,여가,0.78,12,
A245,"모바일 기기, 효율 증가… 다만 불편 호소",amb,기술,0.06,23,양가 단서
A076,"소비 트렌드, 만족도 개선… 다만 제약 증가",amb,경제,0.15,24,양가 단서
N139,예약 폭주 파손 증가,neg,여가,-0.78,11,
P124,건강 식단 호조 활성,pos,건강,0.7,11,
A270,"도심 도로, 접근성 향상… 다만 불편 호소",amb,생활,0.08,23,양가 단서
P111,대중교통 확정 시작,pos,생활,0.96,10,
A101,"도심 도로, 접근성 향상… 다만 학습 곡선",amb,생활,0.01,23,양가 단서
A003,"연구실 운영, 편의 상승… 다만 비용 인상",amb,교육,0.09,23,양가 단서
P060,야간 강좌 확대 완료,pos,교육,0.82,11,
A046,"운동 캠페인, 만족도 개선… 다만 제약 증가",amb,건강,0.15,24,양가 단서
A184,"상권 재편, 효율 증가… 다만 학습 곡선",amb,경제,-0.04,22,양가 단서
P006,임대료 협의 호조 강화,pos,경제,0.77,12,
N010,예산 부족 지연 발생,neg,과학,-0.81,11,
A032,"공원 시설, 호응 확대… 다만 비용 인상",amb,생활,0.08,22,양가 단서
A154,"비용 구조, 호응 확대… 다만 혼잡 우려",amb,경제,-0.01,22,양가 단서
P007,배터리 효율 도입 활성,pos,기술,0.96,12,
A127,"검진 제도, 효율 증가… 다만 비용 인상",amb,건강,0.07,22,양가 단서
A109,"운동 캠페인, 접근성 향상… 다만 혼잡 우려",amb,건강,-0.13,24,양가 단서
N094,매출 부진 취소 증가,neg,경제,-0.74,11,
A037,"모바일 기기, 편의 상승… 다만 학습 곡선",amb,기술,-0.09,23,양가 단서
A242,"강의 방식, 접근성 향상… 다만 학습 곡선",amb,교육,-0.08,23,양가 단서
A226,"도심 도로, 편의 상승… 다만 비용 인상",amb,생활,0.14,22,양가 단서
P035,네트워크 확정 완료,pos,기술,0.79,10,
N045,강의 취소 취소 증가,neg,교육,-0.94,11,
A246,"도심 도로, 효율 증가… 다만 불편 호소",amb,생활,0.02,22,양가 단서
A209,"헬스장 정책, 호응 확대… 다만 불편 호소",amb,건강,-0.15,23,양가 단서
A212,"소비 트렌드, 편의 상승… 다만 제약 증가",amb,경제,-0.06,23,양가 단서
A185,"보안 정책, 효율 증가… 다만 학습 곡선",amb,기술,-0.05,22,양가 단서
N106,우천 예보 감소 예정,neg,여가,-0.77,11,
P054,도시 산책 확정 완료,pos,여가,0.85,11,
N044,장비 고장 감소 증가,neg,과학,-0.94,11,
P139,신규 장비 확대 강화,pos,과학,0.74,11,
P092,운동 프로그램 정상화 안착,pos,건강,0.8,14,
N059,등록금 인상 연기 지속,neg,교육,-0.7,12,
A183,"야외 공연, 만족도 개선… 다만 학습 곡선",amb,여가,-0.09,23,양가 단서
N097,예산 부족 파손 우려,neg,과학,-0.83,11,
N109,노후 시설 파손 증가,neg,생활,-0.78,11,
A230,"네트워크 규칙, 편의 상승… 다만 불편 호소",amb,기술,0.07,24,양가 단서
N060,시설 점검 지연 지속,neg,여가,-0.71,11,
P147,교양 강의 도입 된다,pos,교육,0.78,11,
A150,"비용 구조, 호응 확대… 다만 불편 호소",amb,경제,0.04,22,양가 단서
P050,대중교통 확대 된다,pos,생활,0.77,10,
A182,"도서관 규정, 접근성 향상… 다만 학습 곡선",amb,교육,0.13,24,양가 단서
A157,"헬스장 정책, 만족도 개선… 다만 혼잡 우려",amb,건강,0.03,24,양가 단서
N066,강의 취소 중단 우려,neg,교육,-0.76,11,
N031,자료 오류 연기 우려,neg,교육,-0.74,11,
A151,"관측 계획, 편의 상승… 다만 비용 인상",amb,과학,-0.13,22,양가 단서
P012,도시 산책 증가 상승,pos,여가,0.74,11,
A019,"공원 시설, 접근성 향상… 다만 혼잡 우려",amb,생활,-0.01,23,양가 단서
A130,"지원 제도, 편의 상승… 다만 불편 호소",amb,경제,-0.13,22,양가 단서
A190,"비용 구조, 효율 증가… 다만 제약 증가",amb,경제,0.1,22,양가 단서
A236,"헬스장 정책, 효율 증가… 다만 불편 호소",amb,건강,-0.06,23,양가 단서
A027,"검진 제도, 만족도 개선… 다만 학습 곡선",amb,건강,-0.13,23,양가 단서
P066,도서 대출 안정 강화,pos,교육,0.85,11,
P041,소비 쿠폰 개선 상승,pos,경제,0.8,11,
P095,공원 공연 개선 완료,pos,여가,0.8,11,
N009,감염 우려 악화 지속,neg,건강,-0.84,11,
A290,"신형 분석기, 효율 증가… 다만 제약 증가",amb,과학,-0.11,23,양가 단서
N024,출시 지연 중단 발생,neg,과학,-0.79,11,
A014,"수면 프로그램, 편의 상승… 다만 학습 곡선",amb,건강,-0.06,24,양가 단서
N080,예약 폭주 연기 증가,neg,여가,-0.72,11,
A256,"지역 축제, 접근성 향상… 다만 비용 인상",amb,생활,0.1,23,양가 단서
A086,"모바일 기기, 접근성 향상… 다만 학습 곡선",amb,기술,0.1,24,양가 단서
P020,임대료 협의 확대 상승,pos,경제,0.89,12,
N074,비용 증가 지연 증가,neg,경제,-0.75,11,
N037,장비 고장 감소 확인,neg,과학,-0.78,11,
A164,"소비 트렌드, 호응 확대… 다만 제약 증가",amb,경제,0.03,23,양가 단서
A152,"연구실 운영, 호응 확대… 다만 불편 호소",amb,교육,0.08,23,양가 단서
N134,호환 문제 악화 우려,neg,기술,-0.73,11,
P086,연구 성과 정상화 시작,pos,과학,0.79,12,
P008,공동주택 안정 안착,pos,생활,0.83,10,
A214,"관측 계획, 호응 확대… 다만 제약 증가",amb,과학,0.06,22,양가 단서
A133,"검진 제도, 호응 확대… 다만 제약 증가",amb,건강,0.08,22,양가 단서
A179,"네트워크 규칙, 효율 증가… 다만 불편 호소",amb,기술,0.1,24,양가 단서
P096,창업 지원 도입 된다,pos,경제,0.92,11,
A030,"야외 공연, 호응 확대… 다만 학습 곡선",amb,여가,-0.06,22,양가 단서
A082,"지역 축제, 호응 확대… 다만 학습 곡선",amb,생활,-0.04,22,양가 단서
P133,야간 강좌 증가 강화,pos,교육,0.97,11,
P134,야외 영화 정상화 안착,pos,여가,0.91,12,
P089,소비 쿠폰 도입 안착,pos,경제,0.73,11,
N102,가로등 악화 예정,neg,생활,-0.71,9,
P042,신형 기기 확대 시작,pos,기술,0.96,11,
P003,분석 소프트 호조 완료,pos,과학,0.88,12,
A055,"도서관 규정, 효율 증가… 다만 혼잡 우려",amb,교육,-0.12,23,양가 단서
A159,"관광 패스, 만족도 개선… 다만 제약 증가",amb,여가,-0.11,23,양가 단서
A112,"상권 재편, 편의 상승… 다만 혼잡 우려",amb,경제,0.09,22,양가 단서
A080,"공연 좌석, 만족도 개선… 다만 혼잡 우려",amb,여가,-0.13,23,양가 단서
A300,"모바일 기기, 편의 상승… 다만 혼잡 우려",amb,기술,0.04,23,양가 단서
A235,"새 단지, 효율 증가… 다만 학습 곡선",amb,생활,-0.05,21,양가 단서
N036,의료 인력 취소 발생,neg,건강,-0.85,11,
N032,행사 취소 연기 예정,neg,여가,-0.93,11,
N006,비용 증가 중단 예정,neg,경제,-0.93,11,
A095,"헬스장 정책, 편의 상승… 다만 제약 증가",amb,건강,0.0,23,양가 단서
A260,"공연 좌석, 효율 증가… 다만 제약 증가",amb,여가,-0.15,22,양가 단서
A284,"모바일 기기, 접근성 향상… 다만 불편 호소",amb,기술,0.02,24,양가 단서
A070,"새 업데이트, 편의 상승… 다만 비용 인상",amb,기술,0.03,23,양가 단서
P023,수면 습관 개선 된다,pos,건강,0.95,11,
P063,네트워크 증가 된다,pos,기술,0.96,10,
P015,도서관 확대 완료,pos,생활,0.9,9,
N103,검사 지연 취소 지속,neg,건강,-0.9,11,
A177,"신형 분석기, 효율 증가… 다만 학습 곡선",amb,과학,-0.06,23,양가 단서
A163,"커리큘럼 개편, 효율 증가… 다만 학습 곡선",amb,교육,-0.01,24,양가 단서
A223,"운동 캠페인, 편의 상승… 다만 제약 증가",amb,건강,-0.14,23,양가 단서
A166,"지역 축제, 효율 증가… 다만 불편 호소",amb,생활,0.11,22,양가 단서
A114,"새 단지, 만족도 개선… 다만 비용 인상",amb,생활,-0.04,22,양가 단서
A042,"체험 행사, 효율 증가… 다만 학습 곡선",amb,여가,-0.02,22,양가 단서
N017,실험 일정 지연 확인,neg,과학,-0.94,11,
N013,공급 차질 논란 우려,neg,경제,-0.77,11,
A071,"공원 시설, 효율 증가… 다만 제약 증가",amb,생활,0.02,22,양가 단서
P101,체험 부스 확대 시작,pos,여가,0.93,11,
P084,쓰레기 분리 확대 완료,pos,생활,0.86,12,
N055,서버 장애 지연 확인,neg,기술,-0.96,11,
A131,"새 업데이트, 호응 확대… 다만 제약 증가",amb,기술,0.13,23,양가 단서
A173,"신형 분석기, 편의 상승… 다만 비용 인상",amb,과학,-0.11,23,양가 단서
P131,수면 습관 정상화 된다,pos,건강,0.71,12,
P021,배터리 효율 정상화 된다,pos,기술,0.84,13,
P080,실습 공간 호조 시작,pos,교육,0.98,11,
N058,출시 지연 중단 지속,neg,과학,-0.89,11,
N121,서버 장애 부진 우려,neg,기술,-0.7,11,
A147,"도심 도로, 만족도 개선… 다만 제약 증가",amb,생활,0.0,23,양가 단서
N008,가로등 논란 증가,neg,생활,-0.95,9,
N056,소음 민원 연기 발생,neg,생활,-0.7,11,
A062,"강의 방식, 호응 확대… 다만 혼잡 우려",amb,교육,0.07,22,양가 단서
A156,"지역 축제, 만족도 개선… 다만 제약 증가",amb,생활,-0.03,23,양가 단서
A181,"운동 캠페인, 만족도 개선… 다만 비용 인상",amb,건강,-0.02,24,양가 단서
P103,업데이트 안정 활성,pos,기술,0.94,10,
A227,"헬스장 정책, 접근성 향상… 다만 제약 증가",amb,건강,0.01,24,양가 단서
A146,"새 업데이트, 만족도 개선… 다만 학습 곡선",amb,기술,0.04,24,양가 단서
P107,교양 강의 확대 강화,pos,교육,0.96,11,
N125,예약 폭주 연기 발생,neg,여가,-0.83,11,
A031,"소비 트렌드, 접근성 향상… 다만 학습 곡선",amb,경제,-0.09,24,양가 단서
N033,환율 불안 논란 우려,neg,경제,-0.99,11,
N147,공급 차질 취소 예정,neg,경제,-0.82,11,
N141,서버 장애 중단 예정,neg,기술,-0.99,11,
P130,공동주택 정상화 안착,pos,생활,0.79,11,
P102,생활 물가 개편 안착,pos,경제,0.75,11,
A073,"데이터 공개, 접근성 향상… 다만 제약 증가",amb,과학,0.0,24,양가 단서
P016,수면 습관 도입 완료,pos,건강,0.96,11,
P011,장학 제도 확정 상승,pos,교육,0.78,11,
P056,저장 성능 개편 상승,pos,기술,0.84,11,
A255,"상권 재편, 만족도 개선… 다만 불편 호소",amb,경제,0.07,23,양가 단서
N096,의료 인력 부진 확인,neg,건강,-0.87,11,
P018,장학 제도 안정 시작,pos,교육,0.81,11,
N001,소음 민원 부진 예정,neg,생활,-0.98,11,
N138,등록금 인상 지연 우려,neg,교육,-0.84,12,
A054,"신형 분석기, 호응 확대… 다만 학습 곡선",amb,과학,-0.02,23,양가 단서
N048,호환 문제 중단 우려,neg,기술,-0.95,11,
A251,"식습관 가이드, 호응 확대… 다만 불편 호소",amb,건강,-0.04,24,양가 단서
N143,진료 대기 부진 증가,neg,건강,-0.91,11,
A187,"식습관 가이드, 호응 확대… 다만 학습 곡선",amb,건강,-0.06,24,양가 단서
N025,장학 축소 감소 지속,neg,교육,-0.77,11,
A244,"소비 트렌드, 만족도 개선… 다만 불편 호소",amb,경제,0.14,24,양가 단서
P094,야간 강좌 확대 안착,pos,교육,0.83,11,
A153,"체험 행사, 접근성 향상… 다만 비용 인상",amb,여가,-0.0,23,양가 단서
A012,"클라우드 요금, 효율 증가… 다만 혼잡 우려",amb,기술,0.0,24,양가 단서
N065,데이터 손실 연기 증가,neg,과학,-0.74,12,
N071,예산 부족 부진 발생,neg,과학,-0.82,11,
P100,야간 강좌 확정 된다,pos,교육,0.9,11,
P034,지역 상권 확대 안착,pos,경제,0.97,11,
A171,"비용 구조, 접근성 향상… 다만 비용 인상",amb,경제,-0.11,23,양가 단서
N090,검사 지연 감소 예정,neg,건강,-0.72,11,
P093,분석 소프트 도입 상승,pos,과학,0.85,12,
P004,야간 강좌 개선 완료,pos,교육,0.77,11,
A011,"지원 제도, 접근성 향상… 다만 비용 인상",amb,경제,0.07,23,양가 단서
P136,저장 성능 개선 활성,pos,기술,0.96,11,
P019,체험 부스 도입 안착,pos,여가,0.98,11,
A168,"신형 분석기, 접근성 향상… 다만 학습 곡선",amb,과학,-0.09,24,양가 단서
A295,"보안 정책, 효율 증가… 다만 혼잡 우려",amb,기술,-0.03,22,양가 단서
N117,검사 지연 악화 확인,neg,건강,-0.98,11,
A007,"공원 시설, 편의 상승… 다만 혼잡 우려",amb,생활,0.11,22,양가 단서
P029,도서관 안정 상승,pos,생활,0.85,9,
P099,신규 장비 개선 시작,pos,과학,0.81,11,
A063,"전시 일정, 만족도 개선… 다만 비용 인상",amb,여가,-0.11,23,양가 단서
P123,대중교통 안정 상승,pos,생활,0.87,10,
P028,배터리 효율 지원 상승,pos,기술,0.82,12,
N002,감염 우려 논란 지속,neg,건강,-0.72,11,
N051,장비 고장 부진 발생,neg,과학,-0.74,11,
P097,동네 공원 안정 상승,pos,생활,0.71,11,
N111,장비 고장 연기 확인,neg,과학,-0.78,11,
A136,"야외 공연, 만족도 개선… 다만 제약 증가",amb,여가,0.01,23,양가 단서
A110,"연구실 운영, 접근성 향상… 다만 비용 인상",amb,교육,-0.03,24,양가 단서
P014,저장 성능 개편 활성,pos,기술,0.81,11,
A211,"야외 공연, 호응 확대… 다만 혼잡 우려",amb,여가,0.06,22,양가 단서
A285,"연구 프로젝트, 효율 증가… 다만 혼잡 우려",amb,과학,-0.02,24,양가 단서
P044,운동 프로그램 확대 완료,pos,건강,0.92,13,
A111,"체험 행사, 편의 상승… 다만 제약 증가",amb,여가,0.14,22,양가 단서
A139,"운동 캠페인, 효율 증가… 다만 불편 호소",amb,건강,0.12,23,양가 단서
N127,보안 취약 파손 확인,neg,기술,-0.81,11,
N012,예약 폭주 파손 확인,neg,여가,-0.86,11,
A196,"공연 좌석, 만족도 개선… 다만 불편 호소",amb,여가,-0.13,23,양가 단서
N135,노후 시설 연기 증가,neg,생활,-0.74,11,
A001,"새 단지, 접근성 향상… 다만 혼잡 우려",amb,생활,-0.13,22,양가 단서
A045,"공원 시설, 효율 증가… 다만 학습 곡선",amb,생활,0.05,22,양가 단서
A281,"커리큘럼 개편, 편의 상승… 다만 비용 인상",amb,교육,-0.04,24,양가 단서
P052,연구 지원 정상화 완료,pos,과학,0.72,12,
A160,"지원 제도, 만족도 개선… 다만 불편 호소",amb,경제,-0.12,23,양가 단서
A066,"데이터 공개, 만족도 개선… 다만 제약 증가",amb,과학,-0.13,24,양가 단서
N077,약품 수급 논란 증가,neg,건강,-0.76,11,
A135,"평가 제도, 호응 확대… 다만 불편 호소",amb,교육,0.14,22,양가 단서
P078,운동 프로그램 정상화 상승,pos,건강,0.88,14,
A018,"가격 정책, 편의 상승… 다만 불편 호소",amb,경제,-0.07,22,양가 단서
A132,"지역 축제, 접근성 향상… 다만 불편 호소",amb,생활,0.05,23,양가 단서
A043,"상권 재편, 만족도 개선… 다만 학습 곡선",amb,경제,-0.12,23,양가 단서
A028,"관측 계획, 접근성 향상… 다만 혼잡 우려",amb,과학,0.05,23,양가 단서
A009,"평가 제도, 만족도 개선… 다만 학습 곡선",amb,교육,-0.05,23,양가 단서
N122,의료 인력 중단 예정,neg,건강,-0.74,11,
P036,도서관 증가 완료,pos,생활,0.99,9,
P074,소규모 전시 호조 활성,pos,여가,0.86,12,
P069,보안 기능 도입 강화,pos,기술,0.91,11,
N046,우천 예보 부진 우려,neg,여가,-0.78,11,
P071,근처 병원 정상화 시작,pos,건강,0.77,12,
N004,장학 축소 연기 예정,neg,교육,-0.74,11,
A198,"보안 정책, 편의 상승… 다만 학습 곡선",amb,기술,0.14,22,양가 단서
N011,실습 지연 부진 확인,neg,교육,-0.98,11,
N149,노후 시설 논란 우려,neg,생활,-0.99,11,
A291,"새 단지, 접근성 향상… 다만 학습 곡선",amb,생활,0.04,22,양가 단서
P046,교양 강의 증가 상승,pos,교육,0.75,11,
N047,비용 증가 연기 발생,neg,경제,-0.75,11,
P118,검진 서비스 호조 활성,pos,건강,0.86,12,
P037,스트레스 관리 도입 상승,pos,건강,0.93,13,
A017,"체험 행사, 편의 상승… 다만 비용 인상",amb,여가,-0.05,22,양가 단서
A015,"신형 분석기, 편의 상승… 다만 제약 증가",amb,과학,0.1,23,양가 단서
N067,입장 제한 중단 예정,neg,여가,-0.97,11,
P062,소비 쿠폰 증가 된다,pos,경제,0.83,11,
A149,"강의 방식, 호응 확대… 다만 학습 곡선",amb,교육,0.12,22,양가 단서
A010,"전시 일정, 호응 확대… 다만 비용 인상",amb,여가,-0.11,22,양가 단서
A279,"새 업데이트, 호응 확대… 다만 비용 인상",amb,기술,-0.12,23,양가 단서
N078,실험 일정 부진 우려,neg,과학,-0.88,11,
N116,주차 공간 취소 예정,neg,생활,-0.83,11,
A205,"관광 패스, 만족도 개선… 다만 비용 인상",amb,여가,0.07,23,양가 단서
A004,"전시 일정, 만족도 개선… 다만 학습 곡선",amb,여가,-0.09,23,양가 단서
A038,"공공 서비스, 효율 증가… 다만 혼잡 우려",amb,생활,-0.1,23,양가 단서
P040,공원 공연 안정 상승,pos,여가,0.99,11,
A273,"전시 일정, 편의 상승… 다만 학습 곡선",amb,여가,0.07,22,양가 단서
P110,업데이트 정상화 완료,pos,기술,0.9,11,
A072,"운동 캠페인, 효율 증가… 다만 학습 곡선",amb,건강,0.05,23,양가 단서
A292,"운동 캠페인, 편의 상승… 다만 불편 호소",amb,건강,0.05,23,양가 단서
P047,야외 영화 개편 강화,pos,여가,0.99,11,
A040,"신형 분석기, 만족도 개선… 다만 불편 호소",amb,과학,0.08,24,양가 단서
A248,"체험 행사, 호응 확대… 다만 불편 호소",amb,여가,-0.04,22,양가 단서
N007,속도 저하 부진 발생,neg,기술,-0.88,11,
A282,"야외 공연, 접근성 향상… 다만 학습 곡선",amb,여가,0.09,23,양가 단서
A283,"지원 제도, 편의 상승… 다만 혼잡 우려",amb,경제,-0.03,22,양가 단서
P027,창업 지원 호조 상승,pos,경제,0.78,11,
A298,"관광 패스, 효율 증가… 다만 비용 인상",amb,여가,-0.02,22,양가 단서
A238,"야외 공연, 접근성 향상… 다만 제약 증가",amb,여가,0.14,23,양가 단서
P043,공동주택 도입 된다,pos,생활,0.72,10,
P129,배터리 효율 개편 시작,pos,기술,0.73,12,
N035,쓰레기 수거 파손 우려,neg,생활,-0.74,12,
A271,"헬스장 정책, 편의 상승… 다만 혼잡 우려",amb,건강,-0.1,23,양가 단서
A206,"상권 재편, 접근성 향상… 다만 불편 호소",amb,경제,-0.1,23,양가 단서
P082,창업 지원 도입 강화,pos,경제,0.79,11,
N005,예약 폭주 취소 증가,neg,여가,-0.78,11,
A033,"관측 계획, 접근성 향상… 다만 학습 곡선",amb,과학,-0.14,23,양가 단서
A107,"새 업데이트, 효율 증가… 다만 비용 인상",amb,기술,0.03,23,양가 단서
P104,대중교통 개선 된다,pos,생활,0.92,10,
A104,"연구실 운영, 효율 증가… 다만 비용 인상",amb,교육,-0.12,23,양가 단서
P001,자전거길 확대 완료,pos,생활,0.92,10,
N084,약품 수급 부진 예정,neg,건강,-0.98,11,
A178,"비용 구조, 효율 증가… 다만 불편 호소",amb,경제,0.01,22,양가 단서
P081,주말 행사 확정 된다,pos,여가,0.78,11,
P064,동네 공원 증가 활성,pos,생활,0.96,11,
P009,보건소 안정 된다,pos,건강,0.99,9,
N086,등록금 인상 지연 확인,neg,교육,-0.92,12,
A252,"연구 프로젝트, 효율 증가… 다만 학습 곡선",amb,과학,0.05,24,양가 단서
P051,보건소 개선 상승,pos,건강,0.87,9,
P024,관측 데이터 지원 시작,pos,과학,0.72,12,
P025,실습 공간 확정 된다,pos,교육,0.9,11,
A050,"가격 정책, 만족도 개선… 다만 제약 증가",amb,경제,0.01,23,양가 단서
N026,시설 점검 취소 예정,neg,여가,-0.8,11,
N099,우천 예보 중단 지속,neg,여가,-0.89,11,
A237,"강의 방식, 호응 확대… 다만 불편 호소",amb,교육,0.09,22,양가 단서
P067,주말 행사 지원 완료,pos,여가,0.75,11,
A225,"네트워크 규칙, 효율 증가… 다만 학습 곡선",amb,기술,-0.11,24,양가 단서
N131,실습 지연 감소 우려,neg,교육,-0.9,11,
N023,감염 우려 논란 증가,neg,건강,-0.94,11,
P146,실험 시설 정상화 시작,pos,과학,0.83,12,
A217,"도심 도로, 만족도 개선… 다만 혼잡 우려",amb,생활,0.11,23,양가 단서
A222,"공공 서비스, 호응 확대… 다만 비용 인상",amb,생활,0.01,23,양가 단서
A195,"연구실 운영, 접근성 향상… 다만 불편 호소",amb,교육,-0.08,24,양가 단서
P109,생활 물가 확정 시작,pos,경제,0.95,11,
A286,"체험 행사, 접근성 향상… 다만 불편 호소",amb,여가,-0.05,23,양가 단서
A176,"네트워크 규칙, 호응 확대… 다만 학습 곡선",amb,기술,-0.05,24,양가 단서
N054,환율 불안 감소 발생,neg,경제,-0.88,11,
N124,자료 오류 연기 증가,neg,교육,-0.91,11,
P033,소규모 전시 호조 시작,pos,여가,0.99,12,
N034,호환 문제 악화 예정,neg,기술,-0.94,11,
A058,"모바일 기기, 만족도 개선… 다만 제약 증가",amb,기술,0.03,24,양가 단서
A041,"커리큘럼 개편, 편의 상승… 다만 혼잡 우려",amb,교육,-0.02,24,양가 단서
A026,"지역 축제, 효율 증가… 다만 비용 인상",amb,생활,0.07,22,양가 단서
A200,"식습관 가이드, 호응 확대… 다만 혼잡 우려",amb,건강,-0.06,24,양가 단서
