id,text,type,topic,target_valence,length_char,notes
A122,연구 프로젝트이(가) 개선됐지만 일부 불편이 남아 있다.,amb,과학,0.04,31,모호 문장
A123,교육 커리큘럼이(가) 확장됐으나 비용 증가가 우려된다.,amb,교육,0.03,30,모호 문장
A124,관광 패스이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,여가,0.03,31,모호 문장
A125,고용 지표이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,경제,-0.08,31,모호 문장
A126,보안 시스템이(가) 개선됐지만 일부 불편이 남아 있다.,amb,기술,-0.13,30,모호 문장
A127,공공시설이(가) 개편됐지만 사용자 평가는 나뉘고 있다.,amb,생활,-0.09,30,모호 문장
A128,건강검진 제도이(가) 개선됐지만 일부 불편이 남아 있다.,amb,건강,0.12,31,모호 문장
A129,연구 프로젝트이(가) 개선됐지만 일부 불편이 남아 있다.,amb,과학,0.03,31,모호 문장
A130,온라인 수업이(가) 순조롭게 진행되다가 예기치 못한 변수가 생겼다.,amb,교육,-0.03,37,모호 문장
A131,관광 패스이(가) 활성화됐지만 운영 방식에는 의문이 남는다.,amb,여가,0.04,33,모호 문장
A132,창업 지원 제도이(가) 활성화됐지만 운영 방식에는 의문이 남는다.,amb,경제,-0.1,36,모호 문장
A133,클라우드 서비스이(가) 기대를 모았으나 반응은 엇갈리고 있다.,amb,기술,-0.06,34,모호 문장
A134,공공시설이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,생활,0.06,30,모호 문장
A135,보건소 서비스이(가) 개편됐지만 사용자 평가는 나뉘고 있다.,amb,건강,0.1,33,모호 문장
A136,실험 계획이(가) 기대를 모았으나 반응은 엇갈리고 있다.,amb,과학,0.07,31,모호 문장
A137,교수 평가 제도이(가) 순조롭게 진행되다가 예기치 못한 변수가 생겼다.,amb,교육,-0.08,39,모호 문장
A138,문화 공연이(가) 도입됐지만 효과는 아직 불분명하다.,amb,여가,-0.08,29,모호 문장
A139,지역 상권이(가) 기대를 모았으나 반응은 엇갈리고 있다.,amb,경제,-0.05,31,모호 문장
A140,클라우드 서비스이(가) 개선됐지만 일부 불편이 남아 있다.,amb,기술,-0.07,32,모호 문장
A141,지역 축제이(가) 개편됐지만 사용자 평가는 나뉘고 있다.,amb,생활,0.06,31,모호 문장
A142,식단 관리 정책이(가) 도입됐지만 효과는 아직 불분명하다.,amb,건강,-0.06,32,모호 문장
A143,신형 장비이(가) 기대를 모았으나 반응은 엇갈리고 있다.,amb,과학,0.11,31,모호 문장
A144,교양 강좌이(가) 순조롭게 진행되다가 예기치 못한 변수가 생겼다.,amb,교육,-0.07,36,모호 문장
A145,야외 영화제이(가) 호평과 비판을 동시에 받고 있다.,amb,여가,0.13,29,모호 문장
A146,가격 안정 대책이(가) 호평과 비판을 동시에 받고 있다.,amb,경제,0.11,31,모호 문장
A147,클라우드 서비스이(가) 활성화됐지만 운영 방식에는 의문이 남는다.,amb,기술,-0.08,36,모호 문장
A148,지역 축제이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,생활,-0.01,31,모호 문장
A149,식단 관리 정책이(가) 개선됐지만 일부 불편이 남아 있다.,amb,건강,0.11,32,모호 문장
A150,실험 계획이(가) 호평과 비판을 동시에 받고 있다.,amb,과학,0.02,28,모호 문장
A151,장학 제도이(가) 호평과 비판을 동시에 받고 있다.,amb,교육,-0.03,28,모호 문장
A152,관광 패스이(가) 기대를 모았으나 반응은 엇갈리고 있다.,amb,여가,0.02,31,모호 문장
A153,소비 지원 정책이(가) 순조롭게 진행되다가 예기치 못한 변수가 생겼다.,amb,경제,-0.14,39,모호 문장
A154,보안 시스템이(가) 기대를 모았으나 반응은 엇갈리고 있다.,amb,기술,0.04,32,모호 문장
A155,대중교통이(가) 확장됐으나 비용 증가가 우려된다.,amb,생활,0.14,27,모호 문장
A156,보건소 서비스이(가) 개선됐지만 일부 불편이 남아 있다.,amb,건강,-0.14,31,모호 문장
A157,연구 프로젝트이(가) 기대를 모았으나 반응은 엇갈리고 있다.,amb,과학,0.07,33,모호 문장
A158,교양 강좌이(가) 활성화됐지만 운영 방식에는 의문이 남는다.,amb,교육,0.08,33,모호 문장
A159,야외 영화제이(가) 일부 개선됐으나 문제 해결은 미비하다.,amb,여가,0.12,32,모호 문장
A160,지역 상권이(가) 개편됐지만 사용자 평가는 나뉘고 있다.,amb,경제,-0.12,31,모호 문장
A161,신형 스마트폰이(가) 호평과 비판을 동시에 받고 있다.,amb,기술,-0.12,30,모호 문장
A162,공공시설이(가) 기대를 모았으나 반응은 엇갈리고 있다.,amb,생활,0.1,30,모호 문장
A163,운동 프로그램이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,건강,-0.12,33,모호 문장
A164,연구 프로젝트이(가) 호평과 비판을 동시에 받고 있다.,amb,과학,-0.06,30,모호 문장
A165,장학 제도이(가) 개편됐지만 사용자 평가는 나뉘고 있다.,amb,교육,-0.07,31,모호 문장
A166,체험 행사이(가) 도입됐지만 효과는 아직 불분명하다.,amb,여가,0.13,29,모호 문장
A167,지역 상권이(가) 확장됐으나 비용 증가가 우려된다.,amb,경제,0.12,28,모호 문장
A168,네트워크 환경이(가) 일부 개선됐으나 문제 해결은 미비하다.,amb,기술,-0.01,33,모호 문장
A169,주차장이(가) 활성화됐지만 운영 방식에는 의문이 남는다.,amb,생활,0.07,31,모호 문장
A170,병원 예약 시스템이(가) 개선됐지만 일부 불편이 남아 있다.,amb,건강,-0.02,33,모호 문장
A171,연구 프로젝트이(가) 확장됐으나 비용 증가가 우려된다.,amb,과학,-0.01,30,모호 문장
A172,교양 강좌이(가) 일부 개선됐으나 문제 해결은 미비하다.,amb,교육,0.02,31,모호 문장
A173,문화 공연이(가) 활성화됐지만 운영 방식에는 의문이 남는다.,amb,여가,0.1,33,모호 문장
A174,소비 지원 정책이(가) 개편됐지만 사용자 평가는 나뉘고 있다.,amb,경제,-0.15,34,모호 문장
A175,신형 스마트폰이(가) 도입됐지만 효과는 아직 불분명하다.,amb,기술,0.08,31,모호 문장
A176,공공시설이(가) 개선됐지만 일부 불편이 남아 있다.,amb,생활,-0.05,28,모호 문장
A177,보건소 서비스이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,건강,0.06,33,모호 문장
A178,신형 장비이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,과학,0.03,31,모호 문장
A179,교육 커리큘럼이(가) 도입됐지만 효과는 아직 불분명하다.,amb,교육,0.02,31,모호 문장
A180,야외 영화제이(가) 도입됐지만 효과는 아직 불분명하다.,amb,여가,0.09,30,모호 문장
A181,소비 지원 정책이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,경제,-0.1,34,모호 문장
A182,보안 시스템이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,기술,0.09,32,모호 문장
A183,지역 축제이(가) 기대를 모았으나 반응은 엇갈리고 있다.,amb,생활,0.04,31,모호 문장
A184,운동 프로그램이(가) 기대를 모았으나 반응은 엇갈리고 있다.,amb,건강,-0.03,33,모호 문장
A185,실험 계획이(가) 기대를 모았으나 반응은 엇갈리고 있다.,amb,과학,-0.02,31,모호 문장
A186,교양 강좌이(가) 확장됐으나 비용 증가가 우려된다.,amb,교육,-0.09,28,모호 문장
A187,체험 행사이(가) 개편됐지만 사용자 평가는 나뉘고 있다.,amb,여가,0.12,31,모호 문장
A188,고용 지표이(가) 순조롭게 진행되다가 예기치 못한 변수가 생겼다.,amb,경제,-0.04,36,모호 문장
A189,신형 스마트폰이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,기술,-0.11,33,모호 문장
A190,지역 축제이(가) 활성화됐지만 운영 방식에는 의문이 남는다.,amb,생활,0.04,33,모호 문장
A191,운동 프로그램이(가) 활성화됐지만 운영 방식에는 의문이 남는다.,amb,건강,-0.05,35,모호 문장
A192,신형 장비이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,과학,0.05,31,모호 문장
A193,장학 제도이(가) 순조롭게 진행되다가 예기치 못한 변수가 생겼다.,amb,교육,-0.01,36,모호 문장
A194,체험 행사이(가) 활성화됐지만 운영 방식에는 의문이 남는다.,amb,여가,-0.08,33,모호 문장
A195,가격 안정 대책이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,경제,0.04,34,모호 문장
A196,신형 스마트폰이(가) 일부 개선됐으나 문제 해결은 미비하다.,amb,기술,-0.09,33,모호 문장
A197,주차장이(가) 활성화됐지만 운영 방식에는 의문이 남는다.,amb,생활,-0.1,31,모호 문장
A198,건강검진 제도이(가) 호평과 비판을 동시에 받고 있다.,amb,건강,0.07,30,모호 문장
A199,기술 지원 프로그램이(가) 일부 개선됐으나 문제 해결은 미비하다.,amb,과학,-0.05,36,모호 문장
A200,온라인 수업이(가) 확장됐으나 비용 증가가 우려된다.,amb,교육,0.14,29,모호 문장
A201,체험 행사이(가) 기대를 모았으나 반응은 엇갈리고 있다.,amb,여가,-0.1,31,모호 문장
A202,지역 상권이(가) 호평과 비판을 동시에 받고 있다.,amb,경제,-0.03,28,모호 문장
A203,신형 스마트폰이(가) 도입됐지만 효과는 아직 불분명하다.,amb,기술,0.07,31,모호 문장
A204,쓰레기 처리 시스템이(가) 도입됐지만 효과는 아직 불분명하다.,amb,생활,-0.09,34,모호 문장
A205,보건소 서비스이(가) 도입됐지만 효과는 아직 불분명하다.,amb,건강,-0.09,31,모호 문장
A206,실험 계획이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,과학,-0.14,31,모호 문장
A207,교수 평가 제도이(가) 개편됐지만 사용자 평가는 나뉘고 있다.,amb,교육,0.06,34,모호 문장
A208,관광 패스이(가) 도입됐지만 효과는 아직 불분명하다.,amb,여가,-0.01,29,모호 문장
A209,소비 지원 정책이(가) 도입됐지만 효과는 아직 불분명하다.,amb,경제,0.03,32,모호 문장
A210,업데이트 정책이(가) 개선됐지만 일부 불편이 남아 있다.,amb,기술,0.07,31,모호 문장
A211,쓰레기 처리 시스템이(가) 활성화됐지만 운영 방식에는 의문이 남는다.,amb,생활,0.03,38,모호 문장
A212,병원 예약 시스템이(가) 호평과 비판을 동시에 받고 있다.,amb,건강,0.05,32,모호 문장
A213,기술 지원 프로그램이(가) 호평과 비판을 동시에 받고 있다.,amb,과학,0.05,33,모호 문장
A214,교양 강좌이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,교육,-0.02,31,모호 문장
A215,체험 행사이(가) 기대를 모았으나 반응은 엇갈리고 있다.,amb,여가,0.12,31,모호 문장
A216,소비 지원 정책이(가) 개편됐지만 사용자 평가는 나뉘고 있다.,amb,경제,0.06,34,모호 문장
A217,신형 스마트폰이(가) 도입됐지만 효과는 아직 불분명하다.,amb,기술,0.1,31,모호 문장
A218,쓰레기 처리 시스템이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,생활,-0.14,36,모호 문장
A219,병원 예약 시스템이(가) 일부 개선됐으나 문제 해결은 미비하다.,amb,건강,0.05,35,모호 문장
A220,신형 장비이(가) 확장됐으나 비용 증가가 우려된다.,amb,과학,0.08,28,모호 문장
A221,교수 평가 제도이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,교육,0.12,34,모호 문장
A222,문화 공연이(가) 개선됐지만 일부 불편이 남아 있다.,amb,여가,-0.07,29,모호 문장
A223,소비 지원 정책이(가) 순조롭게 진행되다가 예기치 못한 변수가 생겼다.,amb,경제,0.06,39,모호 문장
A224,신형 스마트폰이(가) 일부 개선됐으나 문제 해결은 미비하다.,amb,기술,-0.05,33,모호 문장
A225,지역 축제이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,생활,0.01,31,모호 문장
A226,병원 예약 시스템이(가) 일부 개선됐으나 문제 해결은 미비하다.,amb,건강,-0.15,35,모호 문장
A227,데이터 분석 시스템이(가) 일부 개선됐으나 문제 해결은 미비하다.,amb,과학,-0.05,36,모호 문장
A228,교수 평가 제도이(가) 호평과 비판을 동시에 받고 있다.,amb,교육,0.15,31,모호 문장
A229,야외 영화제이(가) 개편됐지만 사용자 평가는 나뉘고 있다.,amb,여가,0.0,32,모호 문장
A230,지역 상권이(가) 활성화됐지만 운영 방식에는 의문이 남는다.,amb,경제,-0.04,33,모호 문장
A231,보안 시스템이(가) 도입됐지만 효과는 아직 불분명하다.,amb,기술,-0.07,30,모호 문장
A232,쓰레기 처리 시스템이(가) 개선됐지만 일부 불편이 남아 있다.,amb,생활,-0.15,34,모호 문장
A233,병원 예약 시스템이(가) 개편됐지만 사용자 평가는 나뉘고 있다.,amb,건강,0.04,35,모호 문장
A234,데이터 분석 시스템이(가) 활성화됐지만 운영 방식에는 의문이 남는다.,amb,과학,-0.07,38,모호 문장
A235,온라인 수업이(가) 도입됐지만 효과는 아직 불분명하다.,amb,교육,0.07,30,모호 문장
A236,관광 패스이(가) 호평과 비판을 동시에 받고 있다.,amb,여가,0.15,28,모호 문장
A237,창업 지원 제도이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,경제,-0.09,34,모호 문장
A238,신형 스마트폰이(가) 기대를 모았으나 반응은 엇갈리고 있다.,amb,기술,0.09,33,모호 문장
A239,대중교통이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,생활,0.04,30,모호 문장
A240,건강검진 제도이(가) 순조롭게 진행되다가 예기치 못한 변수가 생겼다.,amb,건강,-0.04,38,모호 문장
A241,실험 계획이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,과학,0.15,31,모호 문장
A242,교육 커리큘럼이(가) 순조롭게 진행되다가 예기치 못한 변수가 생겼다.,amb,교육,0.08,38,모호 문장
A243,전시 프로그램이(가) 확장됐으나 비용 증가가 우려된다.,amb,여가,0.09,30,모호 문장
A244,소비 지원 정책이(가) 도입됐지만 효과는 아직 불분명하다.,amb,경제,0.06,32,모호 문장
A245,클라우드 서비스이(가) 개편됐지만 사용자 평가는 나뉘고 있다.,amb,기술,0.05,34,모호 문장
A246,쓰레기 처리 시스템이(가) 개선됐지만 일부 불편이 남아 있다.,amb,생활,0.09,34,모호 문장
A247,운동 프로그램이(가) 확장됐으나 비용 증가가 우려된다.,amb,건강,-0.08,30,모호 문장
