id,text,type,topic,target_valence,length_char,notes
P076,고용 지표이(가) 큰 성과를 거두었다.,pos,경제,0.83,21,긍정 문장
P077,클라우드 서비스이(가) 큰 성과를 거두었다.,pos,기술,0.72,24,긍정 문장
P078,공공시설이(가) 정상화되어 서비스가 안정됐다.,pos,생활,0.84,25,긍정 문장
P079,운동 프로그램이(가) 정상화되어 서비스가 안정됐다.,pos,건강,0.84,28,긍정 문장
P080,기술 지원 프로그램이(가) 개선되어 주민들의 만족도가 높아졌다.,pos,과학,0.84,35,긍정 문장
P081,장학 제도이(가) 새롭게 개편되어 이용이 편리해졌다.,pos,교육,0.95,29,긍정 문장
P082,문화 공연이(가) 꾸준히 증가하고 있다.,pos,여가,0.93,22,긍정 문장
P083,소비 지원 정책이(가) 활성화되며 참여율이 높아졌다.,pos,경제,0.97,29,긍정 문장
P084,업데이트 정책이(가) 큰 성과를 거두었다.,pos,기술,0.73,23,긍정 문장
P085,쓰레기 처리 시스템이(가) 활성화되며 참여율이 높아졌다.,pos,생활,0.82,31,긍정 문장
P086,보건소 서비스이(가) 확대되면서 시민들의 호응이 이어지고 있다.,pos,건강,0.75,35,긍정 문장
P087,신형 장비이(가) 개선되어 주민들의 만족도가 높아졌다.,pos,과학,0.75,30,긍정 문장
P088,교수 평가 제도이(가) 확대되면서 시민들의 호응이 이어지고 있다.,pos,교육,0.88,36,긍정 문장
P089,관광 패스이(가) 활성화되며 참여율이 높아졌다.,pos,여가,0.9,26,긍정 문장
P090,가격 안정 대책이(가) 확대되면서 시민들의 호응이 이어지고 있다.,pos,경제,0.86,36,긍정 문장
P091,신형 스마트폰이(가) 개선되어 주민들의 만족도가 높아졌다.,pos,기술,0.7,32,긍정 문장
P092,공공시설을(를) 통해 지역 경제가 활기를 되찾고 있다.,pos,생활,0.92,30,긍정 문장
P093,건강검진 제도이(가) 꾸준히 증가하고 있다.,pos,건강,1.0,24,긍정 문장
P094,신형 장비이(가) 정상화되어 서비스가 안정됐다.,pos,과학,0.71,26,긍정 문장
P095,온라인 수업이(가) 도입되어 업무 효율이 높아졌다.,pos,교육,0.85,28,긍정 문장
P096,관광 패스이(가) 큰 성과를 거두었다.,pos,여가,0.78,21,긍정 문장
P097,창업 지원 제도이(가) 확대되면서 시민들의 호응이 이어지고 있다.,pos,경제,0.72,36,긍정 문장
P098,클라우드 서비스이(가) 활성화되며 참여율이 높아졌다.,pos,기술,0.9,29,긍정 문장
P099,지역 축제이(가) 꾸준히 증가하고 있다.,pos,생활,0.95,22,긍정 문장
P100,식단 관리 정책이(가) 확대되면서 시민들의 호응이 이어지고 있다.,pos,건강,0.86,36,긍정 문장
P101,기술 지원 프로그램을(를) 통해 지역 경제가 활기를 되찾고 있다.,pos,과학,0.71,36,긍정 문장
P102,교수 평가 제도이(가) 확대되면서 시민들의 호응이 이어지고 있다.,pos,교육,0.88,36,긍정 문장
P103,야외 영화제이(가) 확대되면서 시민들의 호응이 이어지고 있다.,pos,여가,0.74,34,긍정 문장
P104,고용 지표이(가) 새롭게 개편되어 이용이 편리해졌다.,pos,경제,0.87,29,긍정 문장
P105,클라우드 서비스을(를) 통해 지역 경제가 활기를 되찾고 있다.,pos,기술,0.86,34,긍정 문장
P106,쓰레기 처리 시스템이(가) 새롭게 개편되어 이용이 편리해졌다.,pos,생활,0.96,34,긍정 문장
P107,보건소 서비스이(가) 정상화되어 서비스가 안정됐다.,pos,건강,0.76,28,긍정 문장
P108,연구 프로젝트이(가) 새롭게 개편되어 이용이 편리해졌다.,pos,과학,0.85,31,긍정 문장
P109,교육 커리큘럼이(가) 개선되어 주민들의 만족도가 높아졌다.,pos,교육,0.93,32,긍정 문장
P110,문화 공연이(가) 활성화되며 참여율이 높아졌다.,pos,여가,0.8,26,긍정 문장
P111,고용 지표이(가) 안정세를 보이고 있다.,pos,경제,0.85,22,긍정 문장
P112,클라우드 서비스이(가) 활성화되며 참여율이 높아졌다.,pos,기술,0.85,29,긍정 문장
P113,쓰레기 처리 시스템을(를) 통해 지역 경제가 활기를 되찾고 있다.,pos,생활,0.98,36,긍정 문장
P114,식단 관리 정책이(가) 도입되어 업무 효율이 높아졌다.,pos,건강,0.98,30,긍정 문장
P115,신형 장비이(가) 활성화되며 참여율이 높아졌다.,pos,과학,0.74,26,긍정 문장
P116,교양 강좌이(가) 꾸준히 증가하고 있다.,pos,교육,0.83,22,긍정 문장
P117,문화 공연이(가) 정상화되어 서비스가 안정됐다.,pos,여가,0.83,26,긍정 문장
P118,소비 지원 정책이(가) 도입되어 업무 효율이 높아졌다.,pos,경제,0.94,30,긍정 문장
P119,신형 스마트폰이(가) 큰 성과를 거두었다.,pos,기술,0.74,23,긍정 문장
P120,대중교통이(가) 활성화되며 참여율이 높아졌다.,pos,생활,0.77,25,긍정 문장
P121,보건소 서비스이(가) 꾸준히 증가하고 있다.,pos,건강,0.97,24,긍정 문장
P122,신형 장비이(가) 정상화되어 서비스가 안정됐다.,pos,과학,0.75,26,긍정 문장
P123,교수 평가 제도을(를) 통해 지역 경제가 활기를 되찾고 있다.,pos,교육,0.82,34,긍정 문장
P124,전시 프로그램이(가) 정상화되어 서비스가 안정됐다.,pos,여가,0.81,28,긍정 문장
P125,지역 상권이(가) 큰 성과를 거두었다.,pos,경제,0.71,21,긍정 문장
P126,네트워크 환경이(가) 활성화되며 참여율이 높아졌다.,pos,기술,0.83,28,긍정 문장
P127,공공시설이(가) 꾸준히 증가하고 있다.,pos,생활,0.8,21,긍정 문장
P128,식단 관리 정책이(가) 도입되어 업무 효율이 높아졌다.,pos,건강,0.85,30,긍정 문장
P129,연구 프로젝트이(가) 새롭게 개편되어 이용이 편리해졌다.,pos,과학,1.0,31,긍정 문장
P130,온라인 수업이(가) 새롭게 개편되어 이용이 편리해졌다.,pos,교육,0.73,30,긍정 문장
P131,체험 행사이(가) 개선되어 주민들의 만족도가 높아졌다.,pos,여가,0.97,30,긍정 문장
P132,소비 지원 정책이(가) 도입되어 업무 효율이 높아졌다.,pos,경제,0.93,30,긍정 문장
P133,업데이트 정책이(가) 도입되어 업무 효율이 높아졌다.,pos,기술,0.82,29,긍정 문장
P134,지역 축제을(를) 통해 지역 경제가 활기를 되찾고 있다.,pos,생활,0.87,31,긍정 문장
P135,운동 프로그램이(가) 새롭게 개편되어 이용이 편리해졌다.,pos,건강,0.78,31,긍정 문장
P136,신형 장비이(가) 꾸준히 증가하고 있다.,pos,과학,0.97,22,긍정 문장
P137,장학 제도이(가) 개선되어 주민들의 만족도가 높아졌다.,pos,교육,0.89,30,긍정 문장
P138,체험 행사이(가) 새롭게 개편되어 이용이 편리해졌다.,pos,여가,0.88,29,긍정 문장
P139,소비 지원 정책이(가) 새롭게 개편되어 이용이 편리해졌다.,pos,경제,0.78,32,긍정 문장
P140,보안 시스템이(가) 활성화되며 참여율이 높아졌다.,pos,기술,0.7,27,긍정 문장
P141,지역 축제이(가) 꾸준히 증가하고 있다.,pos,생활,0.98,22,긍정 문장
P142,운동 프로그램이(가) 안정세를 보이고 있다.,pos,건강,0.74,24,긍정 문장
P143,기술 지원 프로그램이(가) 정상화되어 서비스가 안정됐다.,pos,과학,0.98,31,긍정 문장
P144,온라인 수업이(가) 도입되어 업무 효율이 높아졌다.,pos,교육,0.72,28,긍정 문장
P145,야외 영화제이(가) 도입되어 업무 효율이 높아졌다.,pos,여가,0.89,28,긍정 문장
P146,고용 지표이(가) 정상화되어 서비스가 안정됐다.,pos,경제,0.79,26,긍정 문장
P147,네트워크 환경이(가) 확대되면서 시민들의 호응이 이어지고 있다.,pos,기술,0.78,35,긍정 문장
P148,공공시설이(가) 도입되어 업무 효율이 높아졌다.,pos,생활,0.71,26,긍정 문장
P149,보건소 서비스을(를) 통해 지역 경제가 활기를 되찾고 있다.,pos,건강,0.87,33,긍정 문장
P150,신형 장비을(를) 통해 지역 경제가 활기를 되찾고 있다.,pos,과학,0.84,31,긍정 문장
